group,text,label
pair:63,how is autosomal dominant caf au lait spots different from nephrocalcinosis,COMPARE_CONDITIONS
pair:63,compare the symptoms of autosomal dominant caf au lait spots and nephrocalcinosis,COMPARE_CONDITIONS
pair:63,"autosomal dominant caf au lait spots versus nephrocalcinosis, which is more serious",COMPARE_CONDITIONS
pair:63,is autosomal dominant caf au lait spots the same as nephrocalcinosis,COMPARE_CONDITIONS
pair:63,difference between autosomal dominant caf au lait spots and nephrocalcinosis treatment,COMPARE_CONDITIONS
pair:63,how do doctors tell autosomal dominant caf au lait spots apart from nephrocalcinosis,COMPARE_CONDITIONS
pair:63,autosomal dominant caf au lait spots vs nephrocalcinosis causes,COMPARE_CONDITIONS
pair:65,what is the difference between leber congenital amaurosis 2 and rashes,COMPARE_CONDITIONS
pair:65,how is leber congenital amaurosis 2 different from rashes,COMPARE_CONDITIONS
pair:65,compare the symptoms of leber congenital amaurosis 2 and rashes,COMPARE_CONDITIONS
pair:65,"leber congenital amaurosis 2 versus rashes, which is more serious",COMPARE_CONDITIONS
pair:65,is leber congenital amaurosis 2 the same as rashes,COMPARE_CONDITIONS
pair:65,difference between leber congenital amaurosis 2 and rashes treatment,COMPARE_CONDITIONS
pair:65,how do doctors tell leber congenital amaurosis 2 apart from rashes,COMPARE_CONDITIONS
pair:65,leber congenital amaurosis 2 vs rashes causes,COMPARE_CONDITIONS
pair:14,what is the difference between chapare hemorrhagic fever (chhf) and image syndrome,COMPARE_CONDITIONS
pair:14,how is chapare hemorrhagic fever (chhf) different from image syndrome,COMPARE_CONDITIONS
pair:14,compare the symptoms of chapare hemorrhagic fever (chhf) and image syndrome,COMPARE_CONDITIONS
pair:14,"chapare hemorrhagic fever (chhf) versus image syndrome, which is more serious",COMPARE_CONDITIONS
pair:14,is chapare hemorrhagic fever (chhf) the same as image syndrome,COMPARE_CONDITIONS
pair:14,difference between chapare hemorrhagic fever (chhf) and image syndrome treatment,COMPARE_CONDITIONS
pair:14,how do doctors tell chapare hemorrhagic fever (chhf) apart from image syndrome,COMPARE_CONDITIONS
pair:14,chapare hemorrhagic fever (chhf) vs image syndrome causes,COMPARE_CONDITIONS
pair:13,what is the difference between fumarase deficiency and multiple epiphyseal dysplasia 4,COMPARE_CONDITIONS
pair:13,how is fumarase deficiency different from multiple epiphyseal dysplasia 4,COMPARE_CONDITIONS
pair:13,compare the symptoms of fumarase deficiency and multiple epiphyseal dysplasia 4,COMPARE_CONDITIONS
pair:13,"fumarase deficiency versus multiple epiphyseal dysplasia 4, which is more serious",COMPARE_CONDITIONS
pair:13,is fumarase deficiency the same as multiple epiphyseal dysplasia 4,COMPARE_CONDITIONS
pair:13,difference between fumarase deficiency and multiple epiphyseal dysplasia 4 treatment,COMPARE_CONDITIONS
pair:13,how do doctors tell fumarase deficiency apart from multiple epiphyseal dysplasia 4,COMPARE_CONDITIONS
pair:13,fumarase deficiency vs multiple epiphyseal dysplasia 4 causes,COMPARE_CONDITIONS
pair:78,what is the difference between duchenne and becker muscular dystrophy and healthy living,COMPARE_CONDITIONS
pair:78,how is duchenne and becker muscular dystrophy different from healthy living,COMPARE_CONDITIONS
pair:78,compare the symptoms of duchenne and becker muscular dystrophy and healthy living,COMPARE_CONDITIONS
pair:78,"duchenne and becker muscular dystrophy versus healthy living, which is more serious",COMPARE_CONDITIONS
pair:78,is duchenne and becker muscular dystrophy the same as healthy living,COMPARE_CONDITIONS
pair:78,difference between duchenne and becker muscular dystrophy and healthy living treatment,COMPARE_CONDITIONS
pair:78,how do doctors tell duchenne and becker muscular dystrophy apart from healthy living,COMPARE_CONDITIONS
pair:78,duchenne and becker muscular dystrophy vs healthy living causes,COMPARE_CONDITIONS
pair:60,what is the difference between subcortical band heterotopia and pulmonary hypertension,COMPARE_CONDITIONS
pair:60,how is subcortical band heterotopia different from pulmonary hypertension,COMPARE_CONDITIONS
pair:60,compare the symptoms of subcortical band heterotopia and pulmonary hypertension,COMPARE_CONDITIONS
pair:60,"subcortical band heterotopia versus pulmonary hypertension, which is more serious",COMPARE_CONDITIONS
pair:60,is subcortical band heterotopia the same as pulmonary hypertension,COMPARE_CONDITIONS
pair:60,difference between subcortical band heterotopia and pulmonary hypertension treatment,COMPARE_CONDITIONS
pair:60,how do doctors tell subcortical band heterotopia apart from pulmonary hypertension,COMPARE_CONDITIONS
pair:60,subcortical band heterotopia vs pulmonary hypertension causes,COMPARE_CONDITIONS
pair:9,what is the difference between cardiofaciocutaneous syndrome and kidney stones in children,COMPARE_CONDITIONS
pair:9,how is cardiofaciocutaneous syndrome different from kidney stones in children,COMPARE_CONDITIONS
pair:9,compare the symptoms of cardiofaciocutaneous syndrome and kidney stones in children,COMPARE_CONDITIONS
pair:9,"cardiofaciocutaneous syndrome versus kidney stones in children, which is more serious",COMPARE_CONDITIONS
pair:9,is cardiofaciocutaneous syndrome the same as kidney stones in children,COMPARE_CONDITIONS
pair:9,difference between cardiofaciocutaneous syndrome and kidney stones in children treatment,COMPARE_CONDITIONS
pair:9,how do doctors tell cardiofaciocutaneous syndrome apart from kidney stones in children,COMPARE_CONDITIONS
pair:9,cardiofaciocutaneous syndrome vs kidney stones in children causes,COMPARE_CONDITIONS
pair:0,what is the difference between hystrix-like ichthyosis with deafness and retinitis pigmentosa,COMPARE_CONDITIONS
pair:0,how is hystrix-like ichthyosis with deafness different from retinitis pigmentosa,COMPARE_CONDITIONS
pair:0,compare the symptoms of hystrix-like ichthyosis with deafness and retinitis pigmentosa,COMPARE_CONDITIONS
pair:0,"hystrix-like ichthyosis with deafness versus retinitis pigmentosa, which is more serious",COMPARE_CONDITIONS
pair:0,is hystrix-like ichthyosis with deafness the same as retinitis pigmentosa,COMPARE_CONDITIONS
pair:0,difference between hystrix-like ichthyosis with deafness and retinitis pigmentosa treatment,COMPARE_CONDITIONS
pair:0,how do doctors tell hystrix-like ichthyosis with deafness apart from retinitis pigmentosa,COMPARE_CONDITIONS
pair:0,hystrix-like ichthyosis with deafness vs retinitis pigmentosa causes,COMPARE_CONDITIONS
pair:24,what is the difference between neuhauser eichner opitz syndrome and syringomyelia,COMPARE_CONDITIONS
pair:24,how is neuhauser eichner opitz syndrome different from syringomyelia,COMPARE_CONDITIONS
pair:24,compare the symptoms of neuhauser eichner opitz syndrome and syringomyelia,COMPARE_CONDITIONS
pair:24,"neuhauser eichner opitz syndrome versus syringomyelia, which is more serious",COMPARE_CONDITIONS
pair:24,is neuhauser eichner opitz syndrome the same as syringomyelia,COMPARE_CONDITIONS
pair:24,difference between neuhauser eichner opitz syndrome and syringomyelia treatment,COMPARE_CONDITIONS
pair:24,how do doctors tell neuhauser eichner opitz syndrome apart from syringomyelia,COMPARE_CONDITIONS
pair:24,neuhauser eichner opitz syndrome vs syringomyelia causes,COMPARE_CONDITIONS
pair:12,what is the difference between eye injuries and shingles,COMPARE_CONDITIONS
pair:12,how is eye injuries different from shingles,COMPARE_CONDITIONS
pair:12,compare the symptoms of eye injuries and shingles,COMPARE_CONDITIONS
pair:12,"eye injuries versus shingles, which is more serious",COMPARE_CONDITIONS
pair:12,is eye injuries the same as shingles,COMPARE_CONDITIONS
pair:12,difference between eye injuries and shingles treatment,COMPARE_CONDITIONS
pair:12,how do doctors tell eye injuries apart from shingles,COMPARE_CONDITIONS
pair:12,eye injuries vs shingles causes,COMPARE_CONDITIONS
pair:48,what is the difference between kniest dysplasia and microphthalmia mental deficiency,COMPARE_CONDITIONS
pair:48,how is kniest dysplasia different from microphthalmia mental deficiency,COMPARE_CONDITIONS
pair:48,compare the symptoms of kniest dysplasia and microphthalmia mental deficiency,COMPARE_CONDITIONS
pair:48,"kniest dysplasia versus microphthalmia mental deficiency, which is more serious",COMPARE_CONDITIONS
pair:48,is kniest dysplasia the same as microphthalmia mental deficiency,COMPARE_CONDITIONS
pair:48,difference between kniest dysplasia and microphthalmia mental deficiency treatment,COMPARE_CONDITIONS
pair:48,how do doctors tell kniest dysplasia apart from microphthalmia mental deficiency,COMPARE_CONDITIONS
pair:48,kniest dysplasia vs microphthalmia mental deficiency causes,COMPARE_CONDITIONS
pair:50,what is the difference between pulmonary edema of mountaineers and netherton syndrome,COMPARE_CONDITIONS
pair:50,how is pulmonary edema of mountaineers different from netherton syndrome,COMPARE_CONDITIONS
pair:50,compare the symptoms of pulmonary edema of mountaineers and netherton syndrome,COMPARE_CONDITIONS
pair:50,"pulmonary edema of mountaineers versus netherton syndrome, which is more serious",COMPARE_CONDITIONS
pair:50,is pulmonary edema of mountaineers the same as netherton syndrome,COMPARE_CONDITIONS
pair:50,difference between pulmonary edema of mountaineers and netherton syndrome treatment,COMPARE_CONDITIONS
pair:50,how do doctors tell pulmonary edema of mountaineers apart from netherton syndrome,COMPARE_CONDITIONS
pair:50,pulmonary edema of mountaineers vs netherton syndrome causes,COMPARE_CONDITIONS
pair:27,what is the difference between sexual problems in women and congenital stromal corneal dystrophy,COMPARE_CONDITIONS
pair:27,how is sexual problems in women different from congenital stromal corneal dystrophy,COMPARE_CONDITIONS
pair:27,compare the symptoms of sexual problems in women and congenital stromal corneal dystrophy,COMPARE_CONDITIONS
pair:27,"sexual problems in women versus congenital stromal corneal dystrophy, which is more serious",COMPARE_CONDITIONS
pair:27,is sexual problems in women the same as congenital stromal corneal dystrophy,COMPARE_CONDITIONS
pair:27,difference between sexual problems in women and congenital stromal corneal dystrophy treatment,COMPARE_CONDITIONS
pair:27,how do doctors tell sexual problems in women apart from congenital stromal corneal dystrophy,COMPARE_CONDITIONS
pair:27,sexual problems in women vs congenital stromal corneal dystrophy causes,COMPARE_CONDITIONS
pair:4,"what is the difference between brody myopathy and limb-girdle muscular dystrophy, type 2c",COMPARE_CONDITIONS
pair:4,"how is brody myopathy different from limb-girdle muscular dystrophy, type 2c",COMPARE_CONDITIONS
pair:4,"compare the symptoms of brody myopathy and limb-girdle muscular dystrophy, type 2c",COMPARE_CONDITIONS
pair:4,"brody myopathy versus limb-girdle muscular dystrophy, type 2c, which is more serious",COMPARE_CONDITIONS
pair:4,"is brody myopathy the same as limb-girdle muscular dystrophy, type 2c",COMPARE_CONDITIONS
pair:4,"difference between brody myopathy and limb-girdle muscular dystrophy, type 2c treatment",COMPARE_CONDITIONS
pair:4,"how do doctors tell brody myopathy apart from limb-girdle muscular dystrophy, type 2c",COMPARE_CONDITIONS
pair:4,"brody myopathy vs limb-girdle muscular dystrophy, type 2c causes",COMPARE_CONDITIONS
pair:43,what is the difference between ambras syndrome and langer-giedion syndrome,COMPARE_CONDITIONS
pair:43,how is ambras syndrome different from langer-giedion syndrome,COMPARE_CONDITIONS
pair:43,compare the symptoms of ambras syndrome and langer-giedion syndrome,COMPARE_CONDITIONS
pair:43,"ambras syndrome versus langer-giedion syndrome, which is more serious",COMPARE_CONDITIONS
pair:43,is ambras syndrome the same as langer-giedion syndrome,COMPARE_CONDITIONS
pair:43,difference between ambras syndrome and langer-giedion syndrome treatment,COMPARE_CONDITIONS
pair:43,how do doctors tell ambras syndrome apart from langer-giedion syndrome,COMPARE_CONDITIONS
pair:43,ambras syndrome vs langer-giedion syndrome causes,COMPARE_CONDITIONS
pair:73,what is the difference between hunter rudd hoffmann syndrome and complement component 2 deficiency,COMPARE_CONDITIONS
pair:73,how is hunter rudd hoffmann syndrome different from complement component 2 deficiency,COMPARE_CONDITIONS
pair:73,compare the symptoms of hunter rudd hoffmann syndrome and complement component 2 deficiency,COMPARE_CONDITIONS
pair:73,"hunter rudd hoffmann syndrome versus complement component 2 deficiency, which is more serious",COMPARE_CONDITIONS
pair:73,is hunter rudd hoffmann syndrome the same as complement component 2 deficiency,COMPARE_CONDITIONS
pair:73,difference between hunter rudd hoffmann syndrome and complement component 2 deficiency treatment,COMPARE_CONDITIONS
pair:73,how do doctors tell hunter rudd hoffmann syndrome apart from complement component 2 deficiency,COMPARE_CONDITIONS
pair:73,hunter rudd hoffmann syndrome vs complement component 2 deficiency causes,COMPARE_CONDITIONS
pair:28,what is the difference between deafness oligodontia syndrome and nelson syndrome,COMPARE_CONDITIONS
pair:28,how is deafness oligodontia syndrome different from nelson syndrome,COMPARE_CONDITIONS
pair:28,compare the symptoms of deafness oligodontia syndrome and nelson syndrome,COMPARE_CONDITIONS
pair:28,"deafness oligodontia syndrome versus nelson syndrome, which is more serious",COMPARE_CONDITIONS
pair:28,is deafness oligodontia syndrome the same as nelson syndrome,COMPARE_CONDITIONS
pair:28,difference between deafness oligodontia syndrome and nelson syndrome treatment,COMPARE_CONDITIONS
pair:28,how do doctors tell deafness oligodontia syndrome apart from nelson syndrome,COMPARE_CONDITIONS
pair:28,deafness oligodontia syndrome vs nelson syndrome causes,COMPARE_CONDITIONS
pair:18,what is the difference between spinocerebellar ataxia 26 and pendred syndrome,COMPARE_CONDITIONS
pair:18,how is spinocerebellar ataxia 26 different from pendred syndrome,COMPARE_CONDITIONS
pair:18,compare the symptoms of spinocerebellar ataxia 26 and pendred syndrome,COMPARE_CONDITIONS
pair:18,"spinocerebellar ataxia 26 versus pendred syndrome, which is more serious",COMPARE_CONDITIONS
pair:18,is spinocerebellar ataxia 26 the same as pendred syndrome,COMPARE_CONDITIONS
pair:18,difference between spinocerebellar ataxia 26 and pendred syndrome treatment,COMPARE_CONDITIONS
pair:18,how do doctors tell spinocerebellar ataxia 26 apart from pendred syndrome,COMPARE_CONDITIONS
pair:18,spinocerebellar ataxia 26 vs pendred syndrome causes,COMPARE_CONDITIONS
pair:51,what is the difference between intrahepatic cholestasis of pregnancy and pfeiffer mayer syndrome,COMPARE_CONDITIONS
pair:51,how is intrahepatic cholestasis of pregnancy different from pfeiffer mayer syndrome,COMPARE_CONDITIONS
pair:51,compare the symptoms of intrahepatic cholestasis of pregnancy and pfeiffer mayer syndrome,COMPARE_CONDITIONS
pair:51,"intrahepatic cholestasis of pregnancy versus pfeiffer mayer syndrome, which is more serious",COMPARE_CONDITIONS
